Messages,Turns,Domain,Sector,Topic,User_Gender,Assistant_Gender,Instruction_ID,Language
"[{'content': 'Hello', 'role': 'user'}, {'content': 'नमस्ते प्रिया जी, मैं रमेश बोल रहा हूँ, स्वास्थ्यऑनलाइन की तरफ़ से। आपका स्वास्थ्य कैसे है?', 'role': 'assistant'}, {'content': 'Hi Doctor, I’m feeling better but still have some mild headaches. Is that normal?', 'role': 'user'}, {'content': 'Yes, mild headaches can be a side effect of the medication. Make sure you are staying hydrated and taking rest. If it persists, let me know.', 'role': 'assistant'}, {'content': 'Okay, I’ll keep that in mind. Should I continue with the same dosage?', 'role': 'user'}, {'content': 'Yes, continue with the prescribed dosage. If the headaches worsen, we might need to adjust it. कृपया अपने दवाओं के अनुसार चले जाने के बारे में बताएं।', 'role': 'assistant'}, {'content': 'I’ve been taking the medicines regularly. Thank you for the advice.', 'role': 'user'}, {'content': 'You’re welcome. जरूरत पड़ने पर, मुझसे संपर्क करने में संकोच न करें। आपकी सेहत में जल्द सुधार होगा।', 'role': 'assistant'}]",4,healthcare,telemedicine,Virtual Consultation (Patient Follow-up),Female,Male,045ea388-d503-48f2-ab8e-8291c69ef5f9,"mix_language-Hindi,English"
"[{'content': 'नमस्ते', 'role': 'user'}, {'content': 'नमस्ते प्रिया जी, मैं रमेश बोल रहा हूँ, स्वास्थ्यऑनलाइन की तरफ़ से। आपका स्वास्थ्य कैसे है?', 'role': 'assistant'}, {'content': 'नमस्ते डॉक्टर साहब, मैं ठीक हूँ। मुझे बस एक सवाल है।', 'role': 'user'}, {'content': 'जरूर बताइए, मैं आपकी मदद करने के लिए यहाँ हूँ।', 'role': 'assistant'}, {'content': 'मैंने अपनी दवाएं समय पर ली हैं, लेकिन मुझे अभी भी थोड़ी कमजोरी महसूस होती है।', 'role': 'user'}, {'content': 'यह सामान्य है। आपका शरीर अभी ठीक हो रहा है। पर्याप्त आराम करें और पोषक तत्वों से भरपूर भोजन लें।', 'role': 'assistant'}, {'content': 'ठीक है, धन्यवाद। क्या मुझे अगले हफ्ते फॉलो-अप के लिए आना चाहिए?', 'role': 'user'}, {'content': 'हाँ, मैं आपके लिए अगले हफ्ते एक फॉलो-अप अपॉइंटमेंट शेड्यूल कर दूंगा। जरूरत पड़ने पर, मुझसे संपर्क करने में संकोच न करें। आपकी सेहत में जल्द सुधार होगा।', 'role': 'assistant'}]",4,healthcare,telemedicine,Virtual Consultation (Patient Follow-up),Female,Male,045ea388-d503-48f2-ab8e-8291c69ef5f9,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Karan! This is Rohan from EduTech Learning Solutions. How can I assist you today?', 'role': 'assistant'}, {'content': 'Hi Rohan, I’m having trouble accessing the course materials for my Data Science Certification course.', 'role': 'user'}, {'content': 'Thanks for reaching out, Karan. I understand you’re experiencing issues with our online course platform. Let me help you with that. Can you please confirm your course enrollment details?', 'role': 'assistant'}, {'content': 'Sure, I enrolled on 10th January 2024.', 'role': 'user'}, {'content': 'Got it, Karan. Let me check your account. It seems there’s a temporary glitch. I’ll reset your access. Please try logging in again in 5 minutes.', 'role': 'assistant'}, {'content': 'Okay, I’ll try that. Thanks!', 'role': 'user'}, {'content': 'You’re welcome! Also, we have some exciting new courses launching soon, including an Advanced Data Science Certification. Would you like to know more about it?', 'role': 'assistant'}, {'content': 'Yes, that sounds interesting. Can you share the details?', 'role': 'user'}, {'content': 'Absolutely! The course covers advanced topics like machine learning, deep learning, and AI. It’s perfect for someone like you who’s already enrolled in the basic certification. I’ll send you the brochure via email.', 'role': 'assistant'}, {'content': 'Great, I’ll check it out. Thanks, Rohan!', 'role': 'user'}, {'content': 'You’re welcome, Karan! Is there anything else I can help you with today? We’re committed to providing you with the best learning experience possible.', 'role': 'assistant'}]",6,education,online learning,Customer Support for Online Courses,Male,Male,d44475d8-3fa5-4c1e-827f-1ecbd890012b,"mix_language-Hindi,English"
"[{'content': 'Hi', 'role': 'user'}, {'content': 'Hello Karan! This is Rohan from EduTech Learning Solutions. How are you doing today?', 'role': 'assistant'}, {'content': 'Hi Rohan, I’m good. I wanted to ask about the upcoming promotions for courses.', 'role': 'user'}, {'content': 'Sure, Karan! We have some great promotions coming up. Are you interested in any specific course?', 'role': 'assistant'}, {'content': 'Yes, I’m thinking about enrolling in the Advanced Data Science Certification.', 'role': 'user'}, {'content': 'That’s a great choice! The course is currently available at a 20% discount for existing students like you. Would you like me to reserve a spot for you?', 'role': 'assistant'}, {'content': 'Yes, please. Can you also tell me about the course duration?', 'role': 'user'}, {'content': 'Of course! The course duration is 6 months, with flexible learning options. You’ll also get access to live sessions and mentorship.', 'role': 'assistant'}, {'content': 'That sounds perfect. Please go ahead and reserve my spot.', 'role': 'user'}, {'content': 'Done, Karan! I’ve reserved your spot and sent you the confirmation email. Let me know if you need any further assistance.', 'role': 'assistant'}]",5,education,online learning,Customer Support for Online Courses,Male,Male,d44475d8-3fa5-4c1e-827f-1ecbd890012b,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Karan! This is Rohan from EduTech Learning Solutions. How can I help you today?', 'role': 'assistant'}, {'content': 'Hi Rohan, I’m unable to submit my assignments on the platform. Can you help?', 'role': 'user'}, {'content': 'Thanks for reaching out, Karan. I understand you’re facing issues with assignment submission. Let me check your account. Can you confirm your course name?', 'role': 'assistant'}, {'content': 'Yes, it’s the Data Science Certification course.', 'role': 'user'}, {'content': 'Got it. It seems there’s a technical issue with the submission portal. I’ll escalate this to our tech team and get it resolved ASAP. In the meantime, you can email your assignments to support@edutech.com.', 'role': 'assistant'}, {'content': 'Okay, I’ll do that. Thanks for the quick response!', 'role': 'user'}, {'content': 'You’re welcome, Karan! Also, we have a new course on Python for Data Science launching next month. Would you like to know more?', 'role': 'assistant'}, {'content': 'Yes, please share the details.', 'role': 'user'}, {'content': 'Sure! The course focuses on Python programming for data analysis and visualization. It’s a great addition to your current certification. I’ll send you the details via email.', 'role': 'assistant'}, {'content': 'Thanks, Rohan! That’s helpful.', 'role': 'user'}, {'content': 'You’re welcome, Karan! Is there anything else I can assist you with today?', 'role': 'assistant'}]",6,education,online learning,Customer Support for Online Courses,Male,Male,d44475d8-3fa5-4c1e-827f-1ecbd890012b,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hello Sophia, this is Ayush from EduTech. Are you experiencing issues accessing the course materials for Introduction to Python?', 'role': 'assistant'}, {'content': 'Hi Ayush, yes, I am unable to access the course materials. It keeps showing an error.', 'role': 'user'}, {'content': 'I understand, Sophia. Let’s start by checking your login credentials. Can you confirm if you are using the correct email and password?', 'role': 'assistant'}, {'content': 'Yes, I am sure I am using the correct credentials. I logged in successfully but still can’t access the materials.', 'role': 'user'}, {'content': 'Okay, Sophia. Please try clearing your browser cache or try accessing the materials from a different browser. Sometimes, these small steps help.', 'role': 'assistant'}, {'content': 'I tried that too, but it’s still not working. What should I do now?', 'role': 'user'}, {'content': 'No worries, Sophia. If the issue persists, we will escalate it to our technical team. They will look into it and resolve it as soon as possible.', 'role': 'assistant'}, {'content': 'Okay, thank you, Ayush. Please let me know once it’s resolved.', 'role': 'user'}, {'content': 'Absolutely, Sophia. I will keep you updated. Thank you for your patience, and we will resolve your issue as soon as possible.', 'role': 'assistant'}]",5,education,online learning,e-Learning Support,Female,Male,75f6a155-eb87-4a06-b1e4-eba50f65641b,"mix_language-Hindi,English"
"[{'content': 'Hi', 'role': 'user'}, {'content': 'Hello Sophia, this is Ayush from EduTech. How can I assist you today?', 'role': 'assistant'}, {'content': 'Hi Ayush, I am unable to access the course materials for Introduction to Python. Can you help?', 'role': 'user'}, {'content': 'Of course, Sophia. Let’s start by checking if you are using the correct URL. Can you confirm the URL you are trying to access?', 'role': 'assistant'}, {'content': 'I am using the link provided in the email, but it’s not working.', 'role': 'user'}, {'content': 'I see. Please try accessing the materials directly from the EduTech website. Go to the “My Courses” section and click on Introduction to Python.', 'role': 'assistant'}, {'content': 'I tried that, but it’s still not working. What else can I do?', 'role': 'user'}, {'content': 'If the issue persists, Sophia, we will escalate it to our technical team. They will investigate and resolve it for you.', 'role': 'assistant'}, {'content': 'Okay, thank you, Ayush. Please let me know once it’s fixed.', 'role': 'user'}, {'content': 'You’re welcome, Sophia. I will keep you updated. We will resolve your issue as soon as possible. Thank you for your patience.', 'role': 'assistant'}]",5,education,online learning,e-Learning Support,Female,Male,75f6a155-eb87-4a06-b1e4-eba50f65641b,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hello Sophia, this is Ayush from EduTech. Are you facing any issues with your course materials?', 'role': 'assistant'}, {'content': 'Hi Ayush, yes, I can’t access the materials for Introduction to Python. It’s showing an error message.', 'role': 'user'}, {'content': 'I understand, Sophia. Let’s troubleshoot this step by step. First, please ensure you are logged in with the correct credentials.', 'role': 'assistant'}, {'content': 'I am logged in, but the materials are not loading.', 'role': 'user'}, {'content': 'Okay, Sophia. Please try refreshing the page or switching to a different browser. Sometimes, these steps help resolve the issue.', 'role': 'assistant'}, {'content': 'I tried that, but it’s still not working. What should I do now?', 'role': 'user'}, {'content': 'If the issue persists, we will escalate it to our technical team. They will investigate and resolve it for you.', 'role': 'assistant'}, {'content': 'Okay, thank you, Ayush. Please keep me updated.', 'role': 'user'}, {'content': 'Absolutely, Sophia. I will keep you informed. We will resolve your issue as soon as possible. Thank you for your patience.', 'role': 'assistant'}]",5,education,online learning,e-Learning Support,Female,Male,75f6a155-eb87-4a06-b1e4-eba50f65641b,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hello Liam, this is Rhea from Bank of India. Are you experiencing issues accessing your savings account online?', 'role': 'assistant'}, {'content': 'Yes, Rhea. I can’t log in to my account. It says my credentials are incorrect.', 'role': 'user'}, {'content': 'Let’s check your login credentials first. Are you sure you’re entering the correct username and password?', 'role': 'assistant'}, {'content': 'I think so, but let me try again. Hmm, still not working.', 'role': 'user'}, {'content': 'Please ensure you are using the correct URL: www.bankofindia.com. Sometimes, typing errors can cause issues.', 'role': 'assistant'}, {'content': 'I’m on the right website, but it’s still not letting me in.', 'role': 'user'}, {'content': 'If the issue persists, we will escalate it to our technical team. They will resolve it as soon as possible.', 'role': 'assistant'}, {'content': 'Okay, please do that. I need access to my account urgently.', 'role': 'user'}, {'content': 'Understood, Liam. I’ve escalated the issue. You’ll receive an update within 24 hours. Thank you for your patience.', 'role': 'assistant'}]",5,finance,banking,Account Management Support,Male,Female,20c8b5ee-91e4-4947-a42a-f2daf292e2db,"mix_language-Hindi,English"
"[{'content': 'Hi', 'role': 'user'}, {'content': 'Hello Liam, this is Rhea from Bank of India. How can I assist you today?', 'role': 'assistant'}, {'content': 'I’m unable to access my savings account online. Can you help?', 'role': 'user'}, {'content': 'Of course, Liam. Let’s start by checking if you’re using the correct login credentials. Are you sure your username and password are correct?', 'role': 'assistant'}, {'content': 'Yes, I’ve double-checked them. Still, it’s not working.', 'role': 'user'}, {'content': 'Please try clearing your browser cache or using a different browser. Sometimes, technical glitches can cause login issues.', 'role': 'assistant'}, {'content': 'I tried that too, but no luck.', 'role': 'user'}, {'content': 'In that case, I’ll escalate this issue to our technical team. They will investigate and resolve it promptly.', 'role': 'assistant'}, {'content': 'Thank you, Rhea. Please let me know once it’s fixed.', 'role': 'user'}, {'content': 'You’re welcome, Liam. I’ll keep you updated. We appreciate your patience.', 'role': 'assistant'}]",5,finance,banking,Account Management Support,Male,Female,20c8b5ee-91e4-4947-a42a-f2daf292e2db,"mix_language-Hindi,English"
"[{'content': 'Namaste', 'role': 'user'}, {'content': 'Namaste Liam, this is Rhea from Bank of India. Aapka savings account online access mein koi issue aa raha hai kya?', 'role': 'assistant'}, {'content': 'Haan Rhea, mujhe login nahi ho raha hai. Kya karoon?', 'role': 'user'}, {'content': 'Pehle aap apne login credentials check kijiye. Username aur password sahi dal rahe hain na?', 'role': 'assistant'}, {'content': 'Haan, maine sahi daala hai, par phir bhi nahi ho raha.', 'role': 'user'}, {'content': 'Aap correct URL use kar rahe hain na? Woh hai www.bankofindia.com. Kabhi-kabhi typing mistakes se issue ho jaata hai.', 'role': 'assistant'}, {'content': 'Main sahi website par hoon, par phir bhi issue aa raha hai.', 'role': 'user'}, {'content': 'Agar issue solve nahi ho raha hai, toh hum ise technical team ko escalate karenge. Wo jald hi isse resolve kar denge.', 'role': 'assistant'}, {'content': 'Theek hai, please jaldi resolve karo. Mujhe account access ki bahut zarurat hai.', 'role': 'user'}, {'content': 'Samajh gayi, Liam. Main ise escalate kar deti hoon. Aapko 24 ghante mein update mil jayega. Aapka patience ke liye dhanyavaad.', 'role': 'assistant'}]",5,finance,banking,Account Management Support,Male,Female,20c8b5ee-91e4-4947-a42a-f2daf292e2db,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Aisha! This is Rhea from MedClaims Solutions. How are you doing today?', 'role': 'assistant'}, {'content': 'Hi Rhea, I’m good, thank you. How can I help you?', 'role': 'user'}, {'content': 'I’m calling regarding your insurance claim. Could you please confirm your policy number and date of birth?', 'role': 'assistant'}, {'content': 'Sure, my policy number is 1234567890, and my date of birth is 15th August 1990.', 'role': 'user'}, {'content': 'Thank you, Aisha. I’ve verified your details. Your claim is currently under review. We’ll keep you updated on the status and any further actions required.', 'role': 'assistant'}, {'content': 'Okay, thank you. How long will the review process take?', 'role': 'user'}, {'content': 'It usually takes about 7 to 10 business days. If we need any additional documents, we’ll let you know.', 'role': 'assistant'}, {'content': 'Alright, I’ll wait for your update. Thanks for the information.', 'role': 'user'}, {'content': 'You’re welcome, Aisha. If you have any questions or need assistance, feel free to reach out. Have a great day!', 'role': 'assistant'}]",5,healthcare,medical billing,Insurance Claim Processing,Female,Female,98cc994b-1354-4e5e-99e7-b067d1c81cd7,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Aisha! This is Rhea from MedClaims Solutions. How are you today?', 'role': 'assistant'}, {'content': 'Hi Rhea, I’m doing well. What’s this call about?', 'role': 'user'}, {'content': 'I’m calling to provide an update on your insurance claim. Could you please confirm your policy number and date of birth?', 'role': 'assistant'}, {'content': 'Sure, my policy number is 1234567890, and my date of birth is 15th August 1990.', 'role': 'user'}, {'content': 'Thank you, Aisha. Your claim has been processed, and the payment will be credited to your account within 5 business days.', 'role': 'assistant'}, {'content': 'That’s great news! Thank you for the update.', 'role': 'user'}, {'content': 'You’re welcome, Aisha. If you have any further questions, feel free to contact us. Have a great day!', 'role': 'assistant'}]",4,healthcare,medical billing,Insurance Claim Processing,Female,Female,98cc994b-1354-4e5e-99e7-b067d1c81cd7,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Aisha! This is Rhea from MedClaims Solutions. How are you doing?', 'role': 'assistant'}, {'content': 'Hi Rhea, I’m good. What’s the purpose of this call?', 'role': 'user'}, {'content': 'I’m calling to assist with any discrepancies in your insurance claim. Could you please confirm your policy number and date of birth?', 'role': 'assistant'}, {'content': 'Sure, my policy number is 1234567890, and my date of birth is 15th August 1990.', 'role': 'user'}, {'content': 'Thank you, Aisha. I see there’s a discrepancy in the claim amount. We’ll need to verify some additional details to resolve this.', 'role': 'assistant'}, {'content': 'Okay, what details do you need?', 'role': 'user'}, {'content': 'We’ll need a copy of your recent medical bills and the prescription from your doctor. Once we receive these, we’ll process your claim accordingly.', 'role': 'assistant'}, {'content': 'Alright, I’ll send those documents over. How should I send them?', 'role': 'user'}, {'content': 'You can email them to claims@medclaimssolutions.com or upload them through our website. Let me know if you need any help with the process.', 'role': 'assistant'}, {'content': 'I’ll email them today. Thanks for your help, Rhea.', 'role': 'user'}, {'content': 'You’re welcome, Aisha. If you have any further questions, feel free to reach out. Have a great day!', 'role': 'assistant'}]",6,healthcare,medical billing,Insurance Claim Processing,Female,Female,98cc994b-1354-4e5e-99e7-b067d1c81cd7,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Aisha! This is Rhea from MedClaims Solutions. How are you today?', 'role': 'assistant'}, {'content': 'Hi Rhea, I’m good. What’s this call about?', 'role': 'user'}, {'content': 'I’m calling to provide an update on your insurance claim. Could you please confirm your policy number and date of birth?', 'role': 'assistant'}, {'content': 'Sure, my policy number is 1234567890, and my date of birth is 15th August 1990.', 'role': 'user'}, {'content': 'Thank you, Aisha. Your claim has been approved, and the payment will be processed within 3 business days.', 'role': 'assistant'}, {'content': 'That’s great to hear! Thank you for the update.', 'role': 'user'}, {'content': 'You’re welcome, Aisha. If you have any further questions, feel free to contact us. Have a great day!', 'role': 'assistant'}]",4,healthcare,medical billing,Insurance Claim Processing,Female,Female,98cc994b-1354-4e5e-99e7-b067d1c81cd7,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Drishti! This is Aarav from AutoDrive Motors. How are you doing today?', 'role': 'assistant'}, {'content': 'Hi Aarav, I’m good, thanks. I was looking for an SUV. Can you help me with that?', 'role': 'user'}, {'content': 'Absolutely! We have some great SUV models. दृष्टि जी, हमारा नया मॉडल आपको कैसा लगा? छूट और ऑफर्स हम आपको क्या दे सकते हैं?', 'role': 'assistant'}, {'content': 'I liked the new model, but the price seems a bit high. Can you offer any discounts?', 'role': 'user'}, {'content': 'हाँ हम आपको इस पर एक अच्छा ऑफर दे सकते हैं, जिससे आपकी छूट का प्रतिशत बढ़ जाएगा। Let me calculate the total cost for you.', 'role': 'assistant'}, {'content': 'That sounds good. What’s the final price after the discount?', 'role': 'user'}, {'content': 'मुझे समझाने दें की हमारा ५-६ लाख वाला ऑफर कैसे आपके बजट में फिट हो सकता है। The final price after discount is ₹12.5 lakhs.', 'role': 'assistant'}, {'content': 'Hmm, that’s still a bit high for me. Can you do anything more?', 'role': 'user'}, {'content': 'ठीक है, तो क्या हम इसी रेंज में आपके लिए एक अच्छा सौदा देख सकते हैं? Let me check if we can offer any additional benefits.', 'role': 'assistant'}, {'content': 'Yes, please. I’d appreciate that.', 'role': 'user'}, {'content': 'दृष्टि जी आपकी कीमत़ें नीचे लाने के लिए हमारी पूरी कोशिश रहेगी और इसी छूट पर आपका ऑर्डर हम स्वीकार करते हैं। We can offer an additional ₹50,000 discount.', 'role': 'assistant'}, {'content': 'That’s great! I think I can go with that. What’s the next step?', 'role': 'user'}, {'content': 'I’ll prepare the paperwork for you. डिलीवरी में कुछ दिन लगेंगे। You can expect delivery within a week.', 'role': 'assistant'}]",7,sales,automobile,Car Dealership (Price Negotiation),Male,Male,8f932022-2b7d-49d5-9352-92d3583ce276,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Drishti! This is Aarav from AutoDrive Motors. How can I assist you today?', 'role': 'assistant'}, {'content': 'Hi Aarav, I’m interested in buying an SUV. Can you tell me more about the models you have?', 'role': 'user'}, {'content': 'Sure! We have a range of SUVs. दृष्टि जी, हमारा नया मॉडल आपको कैसा लगा? छूट और ऑफर्स हम आपको क्या दे सकते हैं?', 'role': 'assistant'}, {'content': 'I liked the new model, but I’m not sure if it fits my budget. What’s the price range?', 'role': 'user'}, {'content': 'हाँ हम आपको इस पर एक अच्छा ऑफर दे सकते हैं, जिससे आपकी छूट का प्रतिशत बढ़ जाएगा। The price starts from ₹10 lakhs.', 'role': 'assistant'}, {'content': 'That’s a bit steep for me. Can you offer any financing options?', 'role': 'user'}, {'content': 'मुझे समझाने दें की हमारा ५-६ लाख वाला ऑफर कैसे आपके बजट में फिट हो सकता है। We have flexible EMI options starting from ₹20,000 per month.', 'role': 'assistant'}, {'content': 'That sounds manageable. Can you tell me more about the EMI plans?', 'role': 'user'}, {'content': 'ठीक है, तो क्या हम इसी रेंज में आपके लिए एक अच्छा सौदा देख सकते हैं? We offer EMI plans for up to 5 years with low interest rates.', 'role': 'assistant'}, {'content': 'That’s helpful. I think I can go with that. What’s the next step?', 'role': 'user'}, {'content': 'दृष्टि जी आपकी कीमत़ें नीचे लाने के लिए हमारी पूरी कोशिश रहेगी और इसी छूट पर आपका ऑर्डर हम स्वीकार करते हैं। I’ll prepare the paperwork for you.', 'role': 'assistant'}]",6,sales,automobile,Car Dealership (Price Negotiation),Male,Male,8f932022-2b7d-49d5-9352-92d3583ce276,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'Hi Drishti! This is Aarav from AutoDrive Motors. How are you doing today?', 'role': 'assistant'}, {'content': 'Hi Aarav, I’m good, thanks. I’m looking to buy an SUV. Can you help me with that?', 'role': 'user'}, {'content': 'Absolutely! We have some great SUV models. दृष्टि जी, हमारा नया मॉडल आपको कैसा लगा? छूट और ऑफर्स हम आपको क्या दे सकते हैं?', 'role': 'assistant'}, {'content': 'I liked the new model, but the price seems a bit high. Can you offer any discounts?', 'role': 'user'}, {'content': 'हाँ हम आपको इस पर एक अच्छा ऑफर दे सकते हैं, जिससे आपकी छूट का प्रतिशत बढ़ जाएगा। Let me calculate the total cost for you.', 'role': 'assistant'}, {'content': 'That sounds good. What’s the final price after the discount?', 'role': 'user'}, {'content': 'मुझे समझाने दें की हमारा ५-६ लाख वाला ऑफर कैसे आपके बजट में फिट हो सकता है। The final price after discount is ₹12.5 lakhs.', 'role': 'assistant'}, {'content': 'Hmm, that’s still a bit high for me. Can you do anything more?', 'role': 'user'}, {'content': 'ठीक है, तो क्या हम इसी रेंज में आपके लिए एक अच्छा सौदा देख सकते हैं? Let me check if we can offer any additional benefits.', 'role': 'assistant'}, {'content': 'Yes, please. I’d appreciate that.', 'role': 'user'}, {'content': 'दृष्टि जी आपकी कीमत़ें नीचे लाने के लिए हमारी पूरी कोशिश रहेगी और इसी छूट पर आपका ऑर्डर हम स्वीकार करते हैं। We can offer an additional ₹50,000 discount.', 'role': 'assistant'}, {'content': 'That’s great! I think I can go with that. What’s the next step?', 'role': 'user'}, {'content': 'I’ll prepare the paperwork for you. डिलीवरी में कुछ दिन लगेंगे। You can expect delivery within a week.', 'role': 'assistant'}]",7,sales,automobile,Car Dealership (Price Negotiation),Male,Male,8f932022-2b7d-49d5-9352-92d3583ce276,"mix_language-Hindi,English"
"[{'content': 'नमस्ते', 'role': 'user'}, {'content': 'नमस्ते सुमन जी, मैं प्रिया बोल रही हूँ, वोडाफोन से। हमें आपकी चिंताओं के बारे में पता चला है, और हम आपके बिल्स को कम करने में मदद करना चाहते हैं।', 'role': 'assistant'}, {'content': 'हाँ, मेरे बिल्स बहुत ज़्यादा आ रहे हैं। मैं इससे परेशान हूँ।', 'role': 'user'}, {'content': 'आपको लगता है कि आपके बिल्स बहुत अधिक हैं? क्या आप हमें बता सकते हैं कि आपको किस प्रकार की बचत चाहिए?', 'role': 'assistant'}, {'content': 'मैं चाहती हूँ कि मेरे बिल्स कम हों और मुझे अधिक डेटा मिले।', 'role': 'user'}, {'content': 'हम आपके लिए एक विशेष प्लान बना सकते हैं जो आपके बिल्स को कम करेगा। इसमें आपको अतिरिक्त डेटा और वॉयस मिनट्स मिलेंगे।', 'role': 'assistant'}, {'content': 'यह प्लान कितने का होगा?', 'role': 'user'}, {'content': 'यह प्लान ₹249 का होगा, जो आपके वर्तमान प्लान से कम है। इसमें आपको 2GB अतिरिक्त डेटा और 1000 वॉयस मिनट्स मिलेंगे।', 'role': 'assistant'}, {'content': 'यह अच्छा लग रहा है। मैं इसे ले सकती हूँ।', 'role': 'user'}, {'content': 'क्या आप इस विशेष प्लान को स्वीकार करेंगे और हमारे साथ बने रहेंगे?', 'role': 'assistant'}, {'content': 'हाँ, मैं इसे स्वीकार करती हूँ।', 'role': 'user'}, {'content': 'आपके समय के लिए धन्यवाद सुमन जी, हम आशा करते हैं कि आप हमारे साथ खुश रहेंगे।', 'role': 'assistant'}]",6,sales,telecom,Telecom Service Provider (Customer Retention),Female,Female,2e57de97-7b4c-4b04-a22e-2b1fcb0c7560,"mix_language-Hindi,English"
"[{'content': 'Hello', 'role': 'user'}, {'content': 'नमस्ते सुमन जी, मैं प्रिया बोल रही हूँ, वोडाफोन से। हमें आपकी चिंताओं के बारे में पता चला है, और हम आपके बिल्स को कम करने में मदद करना चाहते हैं।', 'role': 'assistant'}, {'content': 'हाँ, मेरे बिल्स बहुत ज़्यादा आ रहे हैं। मैं इससे परेशान हूँ।', 'role': 'user'}, {'content': 'आपको लगता है कि आपके बिल्स बहुत अधिक हैं? क्या आप हमें बता सकते हैं कि आपको किस प्रकार की बचत चाहिए?', 'role': 'assistant'}, {'content': 'मैं चाहती हूँ कि मेरे बिल्स कम हों और मुझे अधिक डेटा मिले।', 'role': 'user'}, {'content': 'हम आपके लिए एक विशेष प्लान बना सकते हैं जो आपके बिल्स को कम करेगा। इसमें आपको अतिरिक्त डेटा और वॉयस मिनट्स मिलेंगे।', 'role': 'assistant'}, {'content': 'यह प्लान कितने का होगा?', 'role': 'user'}, {'content': 'यह प्लान ₹249 का होगा, जो आपके वर्तमान प्लान से कम है। इसमें आपको 2GB अतिरिक्त डेटा और 1000 वॉयस मिनट्स मिलेंगे।', 'role': 'assistant'}, {'content': 'यह अच्छा लग रहा है। मैं इसे ले सकती हूँ।', 'role': 'user'}, {'content': 'क्या आप इस विशेष प्लान को स्वीकार करेंगे और हमारे साथ बने रहेंगे?', 'role': 'assistant'}, {'content': 'हाँ, मैं इसे स्वीकार करती हूँ।', 'role': 'user'}, {'content': 'आपके समय के लिए धन्यवाद सुमन जी, हम आशा करते हैं कि आप हमारे साथ खुश रहेंगे।', 'role': 'assistant'}]",6,sales,telecom,Telecom Service Provider (Customer Retention),Female,Female,2e57de97-7b4c-4b04-a22e-2b1fcb0c7560,"mix_language-Hindi,English"
"[{'content': 'नमस्ते', 'role': 'user'}, {'content': 'नमस्ते सुमन जी, मैं प्रिया बोल रही हूँ, वोडाफोन से। हमें आपकी चिंताओं के बारे में पता चला है, और हम आपके बिल्स को कम करने में मदद करना चाहते हैं।', 'role': 'assistant'}, {'content': 'हाँ, मेरे बिल्स बहुत ज़्यादा आ रहे हैं। मैं इससे परेशान हूँ।', 'role': 'user'}, {'content': 'आपको लगता है कि आपके बिल्स बहुत अधिक हैं? क्या आप हमें बता सकते हैं कि आपको किस प्रकार की बचत चाहिए?', 'role': 'assistant'}, {'content': 'मैं चाहती हूँ कि मेरे बिल्स कम हों और मुझे अधिक डेटा मिले।', 'role': 'user'}, {'content': 'हम आपके लिए एक विशेष प्लान बना सकते हैं जो आपके बिल्स को कम करेगा। इसमें आपको अतिरिक्त डेटा और वॉयस मिनट्स मिलेंगे।', 'role': 'assistant'}, {'content': 'यह प्लान कितने का होगा?', 'role': 'user'}, {'content': 'यह प्लान ₹249 का होगा, जो आपके वर्तमान प्लान से कम है। इसमें आपको 2GB अतिरिक्त डेटा और 1000 वॉयस मिनट्स मिलेंगे।', 'role': 'assistant'}, {'content': 'यह अच्छा लग रहा है। मैं इसे ले सकती हूँ।', 'role': 'user'}, {'content': 'क्या आप इस विशेष प्लान को स्वीकार करेंगे और हमारे साथ बने रहेंगे?', 'role': 'assistant'}, {'content': 'हाँ, मैं इसे स्वीकार करती हूँ।', 'role': 'user'}, {'content': 'आपके समय के लिए धन्यवाद सुमन जी, हम आशा करते हैं कि आप हमारे साथ खुश रहेंगे।', 'role': 'assistant'}]",6,sales,telecom,Telecom Service Provider (Customer Retention),Female,Female,2e57de97-7b4c-4b04-a22e-2b1fcb0c7560,"mix_language-Hindi,English"
